id,section,word,meaning,example,exampleJa,category,note
1363,10,a necessary condition for,〜の必要条件,The philosophical frame “a necessary condition for” is common in advanced argumentation.,「a necessary condition for（〜の必要条件）」は高度な哲学的論証で用いられる。,Philosophical frames,哲学論文の論理・様相・基礎づけ・規範表現。
1364,10,a sufficient condition for,〜の十分条件,The philosophical frame “a sufficient condition for” is common in advanced argumentation.,「a sufficient condition for（〜の十分条件）」は高度な哲学的論証で用いられる。,Philosophical frames,哲学論文の論理・様相・基礎づけ・規範表現。
1365,10,necessary and sufficient conditions,必要十分条件,The philosophical frame “necessary and sufficient conditions” is common in advanced argumentation.,「necessary and sufficient conditions（必要十分条件）」は高度な哲学的論証で用いられる。,Philosophical frames,哲学論文の論理・様相・基礎づけ・規範表現。
1366,10,"if P, then Q",PならばQ,"The philosophical frame “if P, then Q” is common in advanced argumentation.","「if P, then Q（PならばQ）」は高度な哲学的論証で用いられる。",Philosophical frames,哲学論文の論理・様相・基礎づけ・規範表現。
1367,10,P only if Q,PならばQでなければならない,The philosophical frame “P only if Q” is common in advanced argumentation.,「P only if Q（PならばQでなければならない）」は高度な哲学的論証で用いられる。,Philosophical frames,哲学論文の論理・様相・基礎づけ・規範表現。
1368,10,P if Q,QならばP,The philosophical frame “P if Q” is common in advanced argumentation.,「P if Q（QならばP）」は高度な哲学的論証で用いられる。,Philosophical frames,哲学論文の論理・様相・基礎づけ・規範表現。
1369,10,P if and only if Q,PであるのはQの場合かつその場合に限る,The philosophical frame “P if and only if Q” is common in advanced argumentation.,「P if and only if Q（PであるのはQの場合かつその場合に限る）」は高度な哲学的論証で用いられる。,Philosophical frames,哲学論文の論理・様相・基礎づけ・規範表現。
1370,10,it is sufficient that S,Sであれば十分である,The philosophical frame “it is sufficient that S” is common in advanced argumentation.,「it is sufficient that S（Sであれば十分である）」は高度な哲学的論証で用いられる。,Philosophical frames,哲学論文の論理・様相・基礎づけ・規範表現。
1371,10,necessarily,必然的に,The philosophical frame “necessarily” is common in advanced argumentation.,「necessarily（必然的に）」は高度な哲学的論証で用いられる。,Philosophical frames,哲学論文の論理・様相・基礎づけ・規範表現。
1372,10,contingently,偶然的に；必然ではなく,The philosophical frame “contingently” is common in advanced argumentation.,「contingently（偶然的に；必然ではなく）」は高度な哲学的論証で用いられる。,Philosophical frames,哲学論文の論理・様相・基礎づけ・規範表現。
1373,10,in all possible cases,すべての可能な事例で,The philosophical frame “in all possible cases” is common in advanced argumentation.,「in all possible cases（すべての可能な事例で）」は高度な哲学的論証で用いられる。,Philosophical frames,哲学論文の論理・様相・基礎づけ・規範表現。
1374,10,in the actual world,現実世界では,The philosophical frame “in the actual world” is common in advanced argumentation.,「in the actual world（現実世界では）」は高度な哲学的論証で用いられる。,Philosophical frames,哲学論文の論理・様相・基礎づけ・規範表現。
1375,10,in a possible world,ある可能世界では,The philosophical frame “in a possible world” is common in advanced argumentation.,「in a possible world（ある可能世界では）」は高度な哲学的論証で用いられる。,Philosophical frames,哲学論文の論理・様相・基礎づけ・規範表現。
1376,10,counterfactually depends on,反事実的に〜に依存する,The philosophical frame “counterfactually depends on” is common in advanced argumentation.,「counterfactually depends on（反事実的に〜に依存する）」は高度な哲学的論証で用いられる。,Philosophical frames,哲学論文の論理・様相・基礎づけ・規範表現。
1377,10,"had P been the case, Q would have followed",もしPだったならQだっただろう,"The philosophical frame “had P been the case, Q would have followed” is common in advanced argumentation.","「had P been the case, Q would have followed（もしPだったならQだっただろう）」は高度な哲学的論証で用いられる。",Philosophical frames,哲学論文の論理・様相・基礎づけ・規範表現。
